3, 0.78579723835
1, 1.0
1, 1.0
27, 0.49657279253
29, 0.503789246082
8, 0.78669154644
53, 0.193663433194
20, 0.58903336525
1, 1.0
93, 0.086350299418
1, 1.0
1, 1.0
14, 0.658305644989
32, 0.49657279253
1, 1.0
71, 0.281690001488
34, 0.49657279253
1, 1.0
1, 1.0
1, 1.0
4, 0.733991265297
61, 0.240389451385
34, 0.426331967115
54, 0.24519482255
32, 0.512825489044
63, 0.236509650946
1, 1.0
1, 1.0
21, 0.553657650948
1, 1.0
1, 1.0
73, 0.181231871247
41, 0.312157392502
20, 0.572080135345
43, 0.409463942051
52, 0.19803263247
41, 0.287160456181
42, 0.165465891361
28, 0.501760780811
38, 0.49657279253
37, 0.481884390116
1, 1.0
1, 1.0
1, 1.0
39, 0.189510077238
4, 0.752859413624
1, 1.0
32, 0.481884390116
4, 0.646672725677
57, 0.230486288667
38, 0.49657279253
1, 1.0
51, 0.299623340368
66, 0.217771485448
67, 0.162069216371
37, 0.315280348063
2, 0.733991265297
1, 1.0
2, 0.733991265297
55, 0.304327666759
77, 0.188343450427
79, 0.217019036412
29, 0.5
3, 0.733991265297
83, 0.142971068621
13, 0.686344087124
8, 0.717324614525
8, 0.683065414429
26, 0.5
69, 0.217039898038
1, 1.0
14, 0.580718040466
12, 0.641681909561
2, 0.733991265297
3, 0.733991265297
2, 0.733991265297
1, 1.0
1, 1.0
1, 1.0
59, 0.27704834938
1, 1.0
1, 1.0
80, 0.0618431307375
1, 1.0
8, 0.726729691029
50, 0.340264737606
1, 1.0
7, 0.667097806931
40, 0.303149819374
74, 0.180469155312
1, 1.0
59, 0.340773224831
2, 0.733991265297
28, 0.508203208447
2, 0.733991265297
49, 0.163599804044
1, 1.0
1, 1.0
1, 1.0
1, 1.0
1, 1.0
24, 0.51747494936
2, 0.873460412025
71, 0.23474380374
93, 0.0704264342785
1, 1.0
10, 0.704605400562
4, 0.720934033394
1, 1.0
61, 0.23474380374
1, 1.0
2, 0.733991265297
71, 0.225042685866
76, 0.217472180724
1, 1.0
1, 1.0
1, 1.0
6, 0.757072269917
3, 0.733991265297
1, 1.0
1, 1.0
86, 0.121162347496
57, 0.146560534835
2, 0.856791079044
67, 0.23474380374
54, 0.250733166933
20, 0.5
99, -0.0130344517529
2, 0.767085433006
1, 1.0
1, 1.0
71, 0.213249012828
1, 1.0
1, 1.0
87, 0.0939247384667
36, 0.49657279253
4, 0.78487175703
34, 0.49657279253
1, 1.0
70, 0.204637825489
2, 0.733991265297
1, 1.0
61, 0.144911453128
1, 1.0
